chapter,chapter_description,code_category,code_category_description,icd_code,disease_description
XII,Diseases of the skin and subcutaneous tissue,L10-L14,Bullous disorders,L14,Bullous disorders in diseases classified elsewhere
XII,Diseases of the skin and subcutaneous tissue,L50-L54,Urticaria and erythema,,
XII,Diseases of the skin and subcutaneous tissue,L50-L54,Urticaria and erythema,L52,Erythema nodosum
XII,Diseases of the skin and subcutaneous tissue,L50-L54,Urticaria and erythema,L54,Erythema in diseases classified elsewhere
XII,Diseases of the skin and subcutaneous tissue,L50-L54,Urticaria and erythema,L51,Erythema multiforme
XII,Diseases of the skin and subcutaneous tissue,L50-L54,Urticaria and erythema,L50,Urticaria
XII,Diseases of the skin and subcutaneous tissue,L50-L54,Urticaria and erythema,L53,Other erythematous conditions
XII,Diseases of the skin and subcutaneous tissue,L55-L59,Radiation-related disorders of the skin and subcutaneous tissue,,
XII,Diseases of the skin and subcutaneous tissue,L55-L59,Radiation-related disorders of the skin and subcutaneous tissue,L56,Other acute skin changes due to ultraviolet radiation
XII,Diseases of the skin and subcutaneous tissue,L55-L59,Radiation-related disorders of the skin and subcutaneous tissue,L59,Other disorders of skin and subcutaneous tissue related to radiation
XII,Diseases of the skin and subcutaneous tissue,L55-L59,Radiation-related disorders of the skin and subcutaneous tissue,L55,Sunburn
XII,Diseases of the skin and subcutaneous tissue,L55-L59,Radiation-related disorders of the skin and subcutaneous tissue,L58,Radiodermatitis
XII,Diseases of the skin and subcutaneous tissue,L55-L59,Radiation-related disorders of the skin and subcutaneous tissue,L57,Skin changes due to chronic exposure to nonionizing radiation
XII,Diseases of the skin and subcutaneous tissue,L40-L45,Papulosquamous disorders,,
XII,Diseases of the skin and subcutaneous tissue,L40-L45,Papulosquamous disorders,L40,Psoriasis
XII,Diseases of the skin and subcutaneous tissue,L40-L45,Papulosquamous disorders,L44,Other papulosquamous disorders
XII,Diseases of the skin and subcutaneous tissue,L40-L45,Papulosquamous disorders,L43,Lichen planus
XII,Diseases of the skin and subcutaneous tissue,L40-L45,Papulosquamous disorders,L45,Papulosquamous disorders in diseases classified elsewhere
XII,Diseases of the skin and subcutaneous tissue,L40-L45,Papulosquamous disorders,L41,Parapsoriasis
XII,Diseases of the skin and subcutaneous tissue,L40-L45,Papulosquamous disorders,L42,Pityriasis rosea
XII,Diseases of the skin and subcutaneous tissue,L20-L30,Dermatitis and eczema,,
XII,Diseases of the skin and subcutaneous tissue,L20-L30,Dermatitis and eczema,L24,Irritant contact dermatitis
XII,Diseases of the skin and subcutaneous tissue,L20-L30,Dermatitis and eczema,L21,Seborrhoeic dermatitis
XII,Diseases of the skin and subcutaneous tissue,L20-L30,Dermatitis and eczema,L20,Atopic dermatitis
XII,Diseases of the skin and subcutaneous tissue,L20-L30,Dermatitis and eczema,L25,Unspecified contact dermatitis
XII,Diseases of the skin and subcutaneous tissue,L20-L30,Dermatitis and eczema,L22,Diaper [napkin] dermatitis
XII,Diseases of the skin and subcutaneous tissue,L20-L30,Dermatitis and eczema,L23,Allergic contact dermatitis
XII,Diseases of the skin and subcutaneous tissue,L20-L30,Dermatitis and eczema,L28,Lichen simplex chronicus and prurigo
XII,Diseases of the skin and subcutaneous tissue,L20-L30,Dermatitis and eczema,L26,Exfoliative dermatitis
XII,Diseases of the skin and subcutaneous tissue,L20-L30,Dermatitis and eczema,L27,Dermatitis due to substances taken internally
XII,Diseases of the skin and subcutaneous tissue,L20-L30,Dermatitis and eczema,L29,Pruritus
XII,Diseases of the skin and subcutaneous tissue,L20-L30,Dermatitis and eczema,L30,Other dermatitis
XII,Diseases of the skin and subcutaneous tissue,L00-L08,Infections of the skin and subcutaneous tissue,,
XII,Diseases of the skin and subcutaneous tissue,L00-L08,Infections of the skin and subcutaneous tissue,L01,Impetigo
XII,Diseases of the skin and subcutaneous tissue,L00-L08,Infections of the skin and subcutaneous tissue,L02,"Cutaneous abscess, furuncle and carbuncle"
XII,Diseases of the skin and subcutaneous tissue,L00-L08,Infections of the skin and subcutaneous tissue,L04,Acute lymphadenitis
XII,Diseases of the skin and subcutaneous tissue,L00-L08,Infections of the skin and subcutaneous tissue,L00,Staphylococcal scalded skin syndrome
XII,Diseases of the skin and subcutaneous tissue,L00-L08,Infections of the skin and subcutaneous tissue,L03,Cellulitis
XII,Diseases of the skin and subcutaneous tissue,L00-L08,Infections of the skin and subcutaneous tissue,L08,Other local infections of skin and subcutaneous tissue
XII,Diseases of the skin and subcutaneous tissue,L00-L08,Infections of the skin and subcutaneous tissue,L05,Pilonidal cyst
XII,Diseases of the skin and subcutaneous tissue,L80-L99,Other disorders of the skin and subcutaneous tissue,,
XII,Diseases of the skin and subcutaneous tissue,L80-L99,Other disorders of the skin and subcutaneous tissue,L85,Other epidermal thickening
XII,Diseases of the skin and subcutaneous tissue,L80-L99,Other disorders of the skin and subcutaneous tissue,L81,Other disorders of pigmentation
XII,Diseases of the skin and subcutaneous tissue,L80-L99,Other disorders of the skin and subcutaneous tissue,L83,Acanthosis nigricans
XII,Diseases of the skin and subcutaneous tissue,L80-L99,Other disorders of the skin and subcutaneous tissue,L89,Decubitus ulcer and pressure area
XII,Diseases of the skin and subcutaneous tissue,L80-L99,Other disorders of the skin and subcutaneous tissue,L93,Lupus erythematosus
XII,Diseases of the skin and subcutaneous tissue,L80-L99,Other disorders of the skin and subcutaneous tissue,L90,Atrophic disorders of skin
XII,Diseases of the skin and subcutaneous tissue,L80-L99,Other disorders of the skin and subcutaneous tissue,L84,Corns and callosities
XII,Diseases of the skin and subcutaneous tissue,L80-L99,Other disorders of the skin and subcutaneous tissue,L80,Vitiligo
XII,Diseases of the skin and subcutaneous tissue,L80-L99,Other disorders of the skin and subcutaneous tissue,L95,"Vasculitis limited to skin, not elsewhere classified"
XII,Diseases of the skin and subcutaneous tissue,L80-L99,Other disorders of the skin and subcutaneous tissue,L86,Keratoderma in diseases classified elsewhere
XII,Diseases of the skin and subcutaneous tissue,L80-L99,Other disorders of the skin and subcutaneous tissue,L88,Pyoderma gangrenosum
XII,Diseases of the skin and subcutaneous tissue,L80-L99,Other disorders of the skin and subcutaneous tissue,L92,Granulomatous disorders of skin and subcutaneous tissue
XII,Diseases of the skin and subcutaneous tissue,L80-L99,Other disorders of the skin and subcutaneous tissue,L87,Transepidermal elimination disorders
XII,Diseases of the skin and subcutaneous tissue,L80-L99,Other disorders of the skin and subcutaneous tissue,L94,Other localized connective tissue disorders
XII,Diseases of the skin and subcutaneous tissue,L80-L99,Other disorders of the skin and subcutaneous tissue,L91,Hypertrophic disorders of skin
XII,Diseases of the skin and subcutaneous tissue,L80-L99,Other disorders of the skin and subcutaneous tissue,L82,Seborrhoeic keratosis
XII,Diseases of the skin and subcutaneous tissue,L80-L99,Other disorders of the skin and subcutaneous tissue,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified"
XII,Diseases of the skin and subcutaneous tissue,L80-L99,Other disorders of the skin and subcutaneous tissue,L97,"Ulcer of lower limb, not elsewhere classified"
XII,Diseases of the skin and subcutaneous tissue,L80-L99,Other disorders of the skin and subcutaneous tissue,L99,Other disorders of skin and subcutaneous tissue in diseases classified elsewhere
XII,Diseases of the skin and subcutaneous tissue,L60-L75,Disorders of skin appendages,,
XII,Diseases of the skin and subcutaneous tissue,L60-L75,Disorders of skin appendages,L67,Hair colour and hair shaft abnormalities
XII,Diseases of the skin and subcutaneous tissue,L60-L75,Disorders of skin appendages,L65,Other nonscarring hair loss
XII,Diseases of the skin and subcutaneous tissue,L60-L75,Disorders of skin appendages,L63,Alopecia areata
XII,Diseases of the skin and subcutaneous tissue,L60-L75,Disorders of skin appendages,L66,Cicatricial alopecia [scarring hair loss]
XII,Diseases of the skin and subcutaneous tissue,L60-L75,Disorders of skin appendages,L62,Nail disorders in diseases classified elsewhere
XII,Diseases of the skin and subcutaneous tissue,L60-L75,Disorders of skin appendages,L60,Nail disorders
XII,Diseases of the skin and subcutaneous tissue,L60-L75,Disorders of skin appendages,L68,Hypertrichosis
XII,Diseases of the skin and subcutaneous tissue,L60-L75,Disorders of skin appendages,L64,Androgenic alopecia
XII,Diseases of the skin and subcutaneous tissue,L60-L75,Disorders of skin appendages,L70,Acne
XII,Diseases of the skin and subcutaneous tissue,L60-L75,Disorders of skin appendages,L71,Rosacea
XII,Diseases of the skin and subcutaneous tissue,L60-L75,Disorders of skin appendages,L73,Other follicular disorders
XII,Diseases of the skin and subcutaneous tissue,L60-L75,Disorders of skin appendages,L72,Follicular cysts of skin and subcutaneous tissue
XII,Diseases of the skin and subcutaneous tissue,L60-L75,Disorders of skin appendages,L75,Apocrine sweat disorders
XII,Diseases of the skin and subcutaneous tissue,L60-L75,Disorders of skin appendages,L74,Eccrine sweat disorders
I,Certain infectious and parasitic diseases,B15-B19,Viral hepatitis,,
I,Certain infectious and parasitic diseases,B15-B19,Viral hepatitis,B17,Other acute viral hepatitis
I,Certain infectious and parasitic diseases,B15-B19,Viral hepatitis,B19,Unspecified viral hepatitis
I,Certain infectious and parasitic diseases,B15-B19,Viral hepatitis,B16,Acute hepatitis B
I,Certain infectious and parasitic diseases,B15-B19,Viral hepatitis,B15,Acute hepatitis A
I,Certain infectious and parasitic diseases,B15-B19,Viral hepatitis,B18,Chronic viral hepatitis
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,,
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A59,Trichomoniasis
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A50,Congenital syphilis
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A57,Chancroid
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A52,Late syphilis
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A56,Other sexually transmitted chlamydial diseases
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A53,Other and unspecified syphilis
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A54,Gonococcal infection
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A55,Chlamydial lymphogranuloma (venereum)
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A51,Early syphilis
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A58,Granuloma inguinale
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A64,Unspecified sexually transmitted disease
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A63,"Other predominantly sexually transmitted diseases, not elsewhere classified"
I,Certain infectious and parasitic diseases,A50-A64,Infections with a predominantly sexual mode of transmission,A60,Anogenital herpesviral [herpes simplex] infection
I,Certain infectious and parasitic diseases,B25-B34,Other viral diseases,,
I,Certain infectious and parasitic diseases,B25-B34,Other viral diseases,B25,Cytomegaloviral disease
I,Certain infectious and parasitic diseases,B25-B34,Other viral diseases,B30,Viral conjunctivitis
I,Certain infectious and parasitic diseases,B25-B34,Other viral diseases,B34,Viral infection of unspecified site
